MsgID.LOCAL_POSITION,17.0130000,-0.0165081,0.2086161,-0.1591197
MsgID.LOCAL_VELOCITY,17.0130000,0.0000182,-0.0000223,0.0000229
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924799,0.1500000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,17.2630000,-0.0555417,0.2645912,-0.1506903
MsgID.LOCAL_VELOCITY,17.2630000,0.0000249,-0.0000089,0.0000159
MsgID.GLOBAL_POSITION,0.0000000,-122.3974499,37.7924799,0.1410000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,17.5140000,-0.0558794,0.2945391,-0.1414159
MsgID.LOCAL_VELOCITY,17.5140000,-0.0000151,-0.0000067,0.0000149
MsgID.LOCAL_POSITION,17.7640000,-0.0558794,0.3902652,-0.1296254
MsgID.LOCAL_VELOCITY,17.7640000,0.0000064,-0.0000164,0.0000135
MsgID.GLOBAL_POSITION,0.0000000,-122.3974489,37.7924799,0.1290000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974492,37.7924799,0.1120000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,18.0130000,-0.0558794,0.3570487,-0.1127164
MsgID.LOCAL_VELOCITY,18.0130000,0.0000207,-0.0000283,0.0000208
MsgID.LOCAL_POSITION,18.2640000,-0.0561768,0.1653764,-0.0886008
MsgID.LOCAL_VELOCITY,18.2640000,-0.0000040,-0.0000050,0.0000197
MsgID.GLOBAL_POSITION,0.0000000,-122.3974514,37.7924799,0.0880000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,18.5140000,-0.0558985,0.3041614,-0.0588640
MsgID.LOCAL_VELOCITY,18.5140000,0.0000153,-0.0000052,0.0000142
MsgID.GLOBAL_POSITION,0.0000000,-122.3974498,37.7924799,0.0580000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,18.7640000,-0.0558793,0.1783229,-0.0254227
MsgID.LOCAL_VELOCITY,18.7640000,0.0000077,0.0000121,0.0000117
MsgID.GLOBAL_POSITION,0.0000000,-122.3974513,37.7924799,0.0250000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,19.0140000,-0.0793559,0.2520463,0.0082848
MsgID.LOCAL_VELOCITY,19.0140000,-0.0000171,0.0000205,0.0000104
MsgID.GLOBAL_POSITION,0.0000000,-122.3974504,37.7924797,-0.0080000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,19.2640000,-0.1166838,0.3078032,0.0381901
MsgID.LOCAL_VELOCITY,19.2640000,-0.0000014,-0.0000007,0.0000126
MsgID.GLOBAL_POSITION,0.0000000,-122.3974498,37.7924794,-0.0380000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,19.5140000,0.0622390,0.4120640,0.0594698
MsgID.LOCAL_VELOCITY,19.5140000,0.0000102,-0.0000071,0.0000101
MsgID.GLOBAL_POSITION,0.0000000,-122.3974486,37.7924810,-0.0590000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974489,37.7924803,-0.0660000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,19.7640000,-0.0145897,0.3895283,0.0668613
MsgID.LOCAL_VELOCITY,19.7640000,0.0000064,-0.0000041,0.0000002
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,20.0150000,-0.0136614,0.2167954,0.0552533
MsgID.LOCAL_VELOCITY,20.0150000,0.0000072,0.0000099,0.0000019
MsgID.GLOBAL_POSITION,0.0000000,-122.3974508,37.7924803,-0.0550000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,20.2650000,0.0435865,0.1683586,0.0232057
MsgID.LOCAL_VELOCITY,20.2650000,-0.0000165,0.0000111,0.0000053
MsgID.GLOBAL_POSITION,0.0000000,-122.3974514,37.7924808,-0.0230000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,20.5150000,-0.1703038,0.3846641,-0.0252779
MsgID.LOCAL_VELOCITY,20.5150000,0.0000072,0.0000065,0.0000147
MsgID.GLOBAL_POSITION,0.0000000,-122.3974489,37.7924789,0.0250000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,20.7650000,-0.0546512,0.3710876,-0.0822280
MsgID.LOCAL_VELOCITY,20.7650000,0.0000049,0.0000135,0.0000154
MsgID.GLOBAL_POSITION,0.0000000,-122.3974491,37.7924799,0.0820000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,21.0140000,0.1270799,0.2942877,-0.1379447
MsgID.LOCAL_VELOCITY,21.0140000,0.0000040,-0.0000025,0.0000191
MsgID.GLOBAL_POSITION,0.0000000,-122.3974499,37.7924816,0.1370000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,21.2660000,0.0238078,0.3307654,-0.1817271
MsgID.LOCAL_VELOCITY,21.2660000,0.0000303,-0.0000060,0.0000207
MsgID.GLOBAL_POSITION,0.0000000,-122.3974495,37.7924806,0.1810000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
